county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_white.uss_18_dem_war,vap_white.uss_18_rep_die,vap_black.uss_18_dem_war,vap_black.uss_18_rep_die,vap_hisp.uss_18_dem_war,vap_hisp.uss_18_rep_die,vap_asian.uss_18_dem_war,vap_asian.uss_18_rep_die,vap_aian.uss_18_dem_war,vap_aian.uss_18_rep_die,vap_oth_b.uss_18_dem_war,vap_oth_b.uss_18_rep_die,vap_white.gov_18_rep_bak,vap_white.gov_18_dem_gon,vap_black.gov_18_rep_bak,vap_black.gov_18_dem_gon,vap_hisp.gov_18_rep_bak,vap_hisp.gov_18_dem_gon,vap_asian.gov_18_rep_bak,vap_asian.gov_18_dem_gon,vap_aian.gov_18_rep_bak,vap_aian.gov_18_dem_gon,vap_oth_b.gov_18_rep_bak,vap_oth_b.gov_18_dem_gon,vap_white.atg_18_dem_hea,vap_white.atg_18_rep_mcm,vap_black.atg_18_dem_hea,vap_black.atg_18_rep_mcm,vap_hisp.atg_18_dem_hea,vap_hisp.atg_18_rep_mcm,vap_asian.atg_18_dem_hea,vap_asian.atg_18_rep_mcm,vap_aian.atg_18_dem_hea,vap_aian.atg_18_rep_mcm,vap_oth_b.atg_18_dem_hea,vap_oth_b.atg_18_rep_mcm,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_white.uss_20_dem_mar,vap_white.uss_20_rep_oco,vap_black.uss_20_dem_mar,vap_black.uss_20_rep_oco,vap_hisp.uss_20_dem_mar,vap_hisp.uss_20_rep_oco,vap_asian.uss_20_dem_mar,vap_asian.uss_20_rep_oco,vap_aian.uss_20_dem_mar,vap_aian.uss_20_rep_oco,vap_oth_b.uss_20_dem_mar,vap_oth_b.uss_20_rep_oco,vap_white.pre_24_dem_har,vap_white.pre_24_rep_tru,vap_black.pre_24_dem_har,vap_black.pre_24_rep_tru,vap_hisp.pre_24_dem_har,vap_hisp.pre_24_rep_tru,vap_asian.pre_24_dem_har,vap_asian.pre_24_rep_tru,vap_aian.pre_24_dem_har,vap_aian.pre_24_rep_tru,vap_oth_b.pre_24_dem_har,vap_oth_b.pre_24_rep_tru
Barnstable County,25001000107,0.5565417869868993,0.44345821301310073,0.6148571818752718,0.3851428181247281,0.5705987115297488,0.4294012884702512,0.5458952949857125,0.45410470501428746,0.5026326605356934,0.4973673394643066,0.546442262034198,0.453557737965802,0.5391947660956702,0.4608052339043298,0.6103127556261805,0.3896872443738195,0.6020193025726356,0.3979806974273644,0.5587964939529841,0.44120350604701586,0.5177129943722651,0.48228700562773485,0.5712032781143721,0.4287967218856279,0.799130192285755,0.20086980771424495,0.4983568533200681,0.5016431466799318,0.4721599844551704,0.5278400155448296,0.49529901854163544,0.5047009814583645,0.4820007479605717,0.5179992520394283,0.4657341247682044,0.5342658752317956,0.6276929446527036,0.3723070553472963,0.599243267903299,0.400756732096701,0.6034925925103398,0.3965074074896602,0.48938599428902224,0.5106140057109777,0.5051717171293796,0.4948282828706204,0.5793393934060126,0.42066060659398735,0.634439090544773,0.365560909455227,0.6002872068696636,0.3997127931303364,0.5822284703298016,0.4177715296701984,0.4902686705254243,0.5097313294745758,0.4966913943068338,0.5033086056931663,0.5259875695755296,0.47401243042447033,0.5964356116729036,0.4035643883270964,0.6026437755986338,0.39735622440136614,0.5583403683089097,0.4416596316910903,0.5553962053930329,0.4446037946069671,0.5082983564453686,0.4917016435546314,0.5772937524102514,0.4227062475897486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000108,0.4925342367332128,0.5074657632667872,0.6090349590730961,0.39096504092690393,0.5744447800656713,0.42555521993432865,0.5449812989160038,0.4550187010839963,0.4983408061788969,0.5016591938211031,0.5385713933846957,0.4614286066153043,0.44937456362686445,0.5506254363731355,0.5999276102708355,0.4000723897291645,0.5888789424501594,0.4111210575498406,0.5563306673671354,0.44366933263286457,0.5163486365260151,0.4836513634739849,0.5612669613659785,0.4387330386340215,0.8156293262280826,0.18437067377191735,0.4995936234757749,0.5004063765242251,0.47320388744155056,0.5267961125584495,0.49155682245181,0.50844317754819,0.48363410924617023,0.5163658907538298,0.470953339897794,0.529046660102206,0.5416033377884278,0.4583966622115722,0.5941415658758411,0.4058584341241589,0.6010697468135489,0.3989302531864512,0.48539622827101864,0.5146037717289813,0.49901593964318247,0.5009840603568175,0.5694253469299426,0.43057465307005743,0.5513276245156938,0.4486723754843062,0.5983461817729423,0.40165381822705776,0.5762943151887768,0.4237056848112231,0.4863215638211475,0.5136784361788524,0.4928859082141578,0.5071140917858422,0.5025072120784347,0.49749278792156526,0.540820135133997,0.459179864866003,0.6091216529409654,0.39087834705903457,0.5598569592192432,0.4401430407807568,0.5551558060162477,0.4448441939837523,0.5035729226318337,0.4964270773681662,0.5785162364209235,0.4214837635790765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000109,0.5025029014875272,0.49749709851247287,0.6120959092429438,0.38790409075705623,0.5704795334971957,0.4295204665028043,0.5430836629100454,0.4569163370899546,0.4994565843029425,0.5005434156970575,0.5366402029142142,0.4633597970857858,0.47362361447283224,0.5263763855271678,0.6043829153428262,0.3956170846571739,0.589479091971004,0.41052090802899593,0.5573710455384517,0.44262895446154826,0.5309894486629355,0.4690105513370644,0.5685045664682372,0.43149543353176273,0.8044735963202643,0.19552640367973576,0.4997648873165967,0.5002351126834033,0.46957491210882224,0.5304250878911778,0.4947912927786988,0.5052087072213012,0.48496044111736625,0.5150395588826338,0.4668868782272469,0.5331131217727532,0.5582848339513381,0.4417151660486619,0.6019214906956003,0.39807850930439975,0.6067709221410492,0.39322907785895056,0.4858441710527326,0.5141558289472674,0.49412928487069185,0.5058707151293081,0.5705062891522177,0.4294937108477823,0.5539070834104478,0.44609291658955225,0.5965888970051891,0.4034111029948108,0.5810064975768248,0.4189935024231752,0.4965978708215082,0.5034021291784918,0.502502694640233,0.497497305359767,0.5217858088153301,0.4782141911846699,0.5297593661507782,0.47024063384922177,0.6074415859631439,0.3925584140368561,0.5637148484126276,0.4362851515873722,0.5586693034461047,0.4413306965538953,0.5109294126116161,0.4890705873883839,0.5748613845841758,0.4251386154158242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000110,0.4986655416830949,0.501334458316905,0.6131461309052182,0.38685386909478175,0.5725479113973829,0.427452088602617,0.5479207626183255,0.45207923738167455,0.5026751660863951,0.49732483391360494,0.5352496958822214,0.46475030411777857,0.4712848222657069,0.5287151777342931,0.5987628883214806,0.4012371116785194,0.5979397549186873,0.40206024508131266,0.5520698696238986,0.44793013037610147,0.521187487196465,0.478812512803535,0.5619258137796775,0.4380741862203224,0.8118083949285944,0.18819160507140567,0.4997435891240593,0.5002564108759406,0.47288085950089287,0.5271191404991071,0.4854578661751955,0.5145421338248045,0.47797423829245744,0.5220257617075426,0.4767834008758351,0.5232165991241648,0.5407834453215715,0.4592165546784285,0.5944379435069505,0.4055620564930496,0.6030412065251741,0.3969587934748258,0.48319299300261664,0.5168070069973834,0.493448660200774,0.506551339799226,0.5645623273110013,0.4354376726889987,0.5686522126146376,0.4313477873853624,0.604323593803845,0.39567640619615496,0.5750895280831372,0.4249104719168629,0.4932439912264936,0.5067560087735065,0.4999887865224399,0.5000112134775601,0.5087807307327549,0.49121926926724513,0.5515910608532705,0.4484089391467294,0.6086997541253403,0.3913002458746597,0.5644475961303315,0.4355524038696686,0.5647193050397528,0.4352806949602473,0.5031159936053997,0.49688400639460034,0.5766234824810412,0.4233765175189588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000111,0.5913885562239205,0.40861144377607944,0.6080426643096165,0.39195733569038343,0.5763905017753426,0.42360949822465743,0.5379704645810971,0.4620295354189029,0.504149263516452,0.495850736483548,0.556481366766446,0.4435186332335538,0.5583654601315529,0.4416345398684472,0.6091365819274079,0.39086341807259206,0.6029100226799617,0.3970899773200382,0.5590597100054098,0.44094028999459023,0.5202350375167635,0.4797649624832365,0.5929182610123328,0.4070817389876672,0.8145018961360012,0.1854981038639988,0.5160317392732182,0.4839682607267818,0.4774369333741577,0.5225630666258423,0.4897640002766768,0.5102359997233232,0.4788473889971346,0.5211526110028654,0.5026102420407462,0.4973897579592535,0.6474594066063588,0.35254059339364113,0.6026289229219082,0.39737107707809183,0.6075106923942818,0.39248930760571826,0.48361015708849847,0.5163898429115015,0.4994498533555736,0.5005501466444264,0.6071065545764289,0.39289344542357113,0.6728879283421964,0.32711207165780365,0.6049459885075072,0.3950540114924927,0.5862341467345533,0.41376585326544674,0.4941008435742454,0.5058991564257546,0.5006157331973771,0.499384266802623,0.5480911688594288,0.4519088311405713,0.6427929787544876,0.3572070212455124,0.6130797069842954,0.3869202930157047,0.5719247740431269,0.42807522595687303,0.5587313366462048,0.4412686633537953,0.5033228450598735,0.49667715494012654,0.6022402287572531,0.3977597712427466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000112,0.5116353296864261,0.4883646703135741,0.6065996294390325,0.3934003705609675,0.5675447953477949,0.4324552046522051,0.5383112070499556,0.4616887929500445,0.49972540751267847,0.5002745924873215,0.542100101166887,0.457899898833113,0.4825285403605003,0.5174714596394999,0.6053166873723997,0.3946833126276002,0.588985706946571,0.41101429305342896,0.5494655391072466,0.45053446089275345,0.5218202370497825,0.4781797629502175,0.551198808812663,0.44880119118733697,0.8402411221422272,0.159758877857773,0.498180786891181,0.501819213108819,0.482414513366285,0.5175854866337151,0.498251025258128,0.501748974741872,0.4842771090217462,0.5157228909782537,0.49523672180088174,0.5047632781991183,0.5724469293882376,0.4275530706117626,0.5937298125248044,0.4062701874751956,0.6025970124770299,0.3974029875229701,0.48023577823177593,0.519764221768224,0.5021283820923207,0.49787161790767925,0.5738985060609687,0.4261014939390313,0.5819205470037409,0.41807945299625937,0.6007610645742444,0.3992389354257555,0.5788522303291341,0.4211477696708659,0.49777649886805875,0.5022235011319413,0.49936865031880834,0.5006313496811916,0.5002616836030495,0.4997383163969506,0.5620301072797077,0.4379698927202925,0.5964787115614708,0.4035212884385292,0.5537075420805756,0.4462924579194244,0.5634240346925433,0.4365759653074567,0.509264685331772,0.4907353146682279,0.5592083774192481,0.44079162258075183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000113,0.5899891740715397,0.41001082592846033,0.6171036248277734,0.38289637517222663,0.5849530715454715,0.41504692845452856,0.5519091316886163,0.4480908683113836,0.4959665104985517,0.5040334895014483,0.5666957891799435,0.4333042108200566,0.5340068349790791,0.4659931650209209,0.6123502248348937,0.3876497751651063,0.5968340637802801,0.40316593621971986,0.5530515580866148,0.4469484419133852,0.5243659618947918,0.47563403810520827,0.5835057164252722,0.41649428357472784,0.8162756857908262,0.18372431420917376,0.5145549701234541,0.4854450298765459,0.4797441144998725,0.5202558855001275,0.4873575952149071,0.5126424047850929,0.47709749894559383,0.5229025010544062,0.4784497471223761,0.5215502528776239,0.6474653373562362,0.35253466264376376,0.6008301627965377,0.3991698372034623,0.6099251526394808,0.3900748473605192,0.481118778943392,0.5188812210566079,0.5009319611710552,0.4990680388289448,0.6021652625871171,0.3978347374128829,0.657852321314119,0.3421476786858811,0.6048869252357889,0.39511307476421115,0.5828527857141308,0.41714721428586926,0.4930777214016629,0.5069222785983372,0.49906566395190344,0.5009343360480966,0.5515359510955068,0.4484640489044932,0.6556317856134131,0.344368214386587,0.6147757904866115,0.3852242095133886,0.5839017455401074,0.4160982544598925,0.5685641935380568,0.4314358064619432,0.5111719417480894,0.4888280582519105,0.6147474713290253,0.38525252867097465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000114,0.5268282940482341,0.47317170595176594,0.6123414192084813,0.3876585807915187,0.5679435438183202,0.43205645618167976,0.5408819687558468,0.4591180312441532,0.49906121091916705,0.500938789080833,0.5407301171751914,0.45926988282480846,0.48288663277991656,0.5171133672200835,0.6038948888251356,0.3961051111748644,0.5977852385992231,0.402214761400777,0.556801755289472,0.443198244710528,0.5274075578606853,0.47259244213931473,0.5689150811339971,0.4310849188660027,0.8085723543666008,0.1914276456333992,0.5020831165578897,0.4979168834421102,0.4702156235783461,0.5297843764216539,0.4851012416228294,0.5148987583771706,0.4869521686032259,0.5130478313967741,0.4706963571611313,0.5293036428388687,0.5748650928828761,0.4251349071171239,0.5941467585055693,0.4058532414944307,0.6001587595346558,0.3998412404653442,0.4812849540323502,0.5187150459676498,0.4980811441215032,0.5019188558784968,0.5689045170922571,0.4310954829077427,0.6256098945400618,0.37439010545993817,0.5991065484447142,0.40089345155528583,0.5789324819223438,0.42106751807765613,0.4903115301369336,0.5096884698630664,0.5002427807823266,0.4997572192176734,0.5229231692191564,0.4770768307808435,0.5891406623291959,0.4108593376708041,0.6086393119483363,0.39136068805166374,0.5631047543792372,0.4368952456207627,0.5673117858782055,0.4326882141217944,0.5075734755408069,0.49242652445919305,0.5859700620662203,0.4140299379337798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000115,0.4799518697430321,0.5200481302569679,0.6069907397971854,0.39300926020281457,0.5677564310896057,0.4322435689103942,0.5413469936137915,0.45865300638620854,0.4926743477961832,0.5073256522038171,0.5336993830063937,0.4663006169936063,0.4196528950963988,0.5803471049036012,0.6044574491792657,0.3955425508207344,0.5931100048956323,0.4068899951043678,0.5519398977389219,0.44806010226107806,0.5175631653934395,0.4824368346065607,0.5621094814415212,0.4378905185584788,0.8511527861550539,0.14884721384494615,0.4979396678982417,0.5020603321017584,0.4788666373605181,0.5211333626394818,0.4904959810582226,0.5095040189417773,0.4841087275446262,0.515891272455374,0.4777053613461996,0.5222946386538004,0.515281702253601,0.484718297746399,0.5993006255491538,0.40069937445084625,0.5968301271402979,0.4031698728597021,0.4887147235850663,0.5112852764149337,0.49466254712209695,0.5053374528779032,0.5556462885866037,0.4443537114133963,0.5510753748992558,0.4489246251007442,0.6016142093319801,0.39838579066801993,0.5732570169563351,0.4267429830436649,0.49296077860617055,0.5070392213938294,0.49882588221931434,0.5011741177806859,0.5171938816427283,0.4828061183572717,0.5055699262885125,0.4944300737114875,0.6018969777605564,0.3981030222394435,0.5540355680617692,0.4459644319382308,0.5616000159979405,0.43839998400205954,0.5043548927061913,0.4956451072938089,0.5682199196613029,0.4317800803386971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstable County,25001000116,0.4983805771170298,0.5016194228829702,0.6142158848468297,0.3857841151531703,0.5699531621111652,0.43004683788883474,0.547528883485355,0.45247111651464506,0.5028815399333072,0.4971184600666928,0.5313696851696297,0.4686303148303704,0.4805637806145753,0.5194362193854247,0.6076320940233846,0.3923679059766154,0.5899085943268162,0.4100914056731838,0.5602143351347308,0.4397856648652691,0.5283738462538702,0.4716261537461298,0.5585846187018355,0.4414153812981645,0.8457010239632199,0.15429897603678014,0.5026847200055511,0.49731527999444886,0.4701887454179843,0.5298112545820157,0.4970670688715011,0.5029329311284988,0.483288448269122,0.516711551730878,0.4834210053975417,0.5165789946024584,0.5777095849461981,0.4222904150538019,0.600483339735344,0.399516660264656,0.6054803208918383,0.39451967910816166,0.4792065259284944,0.5207934740715056,0.4966146145513331,0.5033853854486668,0.5607447673472866,0.4392552326527134,0.5637288220197235,0.4362711779802765,0.596650166086327,0.403349833913673,0.5785509667847416,0.42144903321525834,0.4957878006797717,0.5042121993202283,0.4984590673775799,0.50154093262242,0.5151288961542888,0.4848711038457113,0.5572969875292496,0.4427030124707504,0.6079756913920948,0.3920243086079051,0.5578235864514033,0.44217641354859666,0.5616494267315385,0.43835057326846144,0.507371270961731,0.49262872903826904,0.5647480104296715,0.43525198957032857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
