county,GEOID,vap_white.pre_16_rep_tru,vap_white.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_white.uss_16_rep_you,vap_white.uss_16_dem_bay,vap_black.uss_16_rep_you,vap_black.uss_16_dem_bay,vap_hisp.uss_16_rep_you,vap_hisp.uss_16_dem_bay,vap_asian.uss_16_rep_you,vap_asian.uss_16_dem_bay,vap_aian.uss_16_rep_you,vap_aian.uss_16_dem_bay,vap_oth_b.uss_16_rep_you,vap_oth_b.uss_16_dem_bay,vap_white.gov_16_rep_hol,vap_white.gov_16_dem_gre,vap_black.gov_16_rep_hol,vap_black.gov_16_dem_gre,vap_hisp.gov_16_rep_hol,vap_hisp.gov_16_dem_gre,vap_asian.gov_16_rep_hol,vap_asian.gov_16_dem_gre,vap_aian.gov_16_rep_hol,vap_aian.gov_16_dem_gre,vap_oth_b.gov_16_rep_hol,vap_oth_b.gov_16_dem_gre,vap_white.atg_16_rep_hil,vap_white.atg_16_dem_arr,vap_black.atg_16_rep_hil,vap_black.atg_16_dem_arr,vap_hisp.atg_16_rep_hil,vap_hisp.atg_16_dem_arr,vap_asian.atg_16_rep_hil,vap_asian.atg_16_dem_arr,vap_aian.atg_16_rep_hil,vap_aian.atg_16_dem_arr,vap_oth_b.atg_16_rep_hil,vap_oth_b.atg_16_dem_arr,vap_white.uss_18_rep_bra,vap_white.uss_18_dem_don,vap_black.uss_18_rep_bra,vap_black.uss_18_dem_don,vap_hisp.uss_18_rep_bra,vap_hisp.uss_18_dem_don,vap_asian.uss_18_rep_bra,vap_asian.uss_18_dem_don,vap_aian.uss_18_rep_bra,vap_aian.uss_18_dem_don,vap_oth_b.uss_18_rep_bra,vap_oth_b.uss_18_dem_don,vap_white.sos_18_rep_law,vap_white.sos_18_dem_har,vap_black.sos_18_rep_law,vap_black.sos_18_dem_har,vap_hisp.sos_18_rep_law,vap_hisp.sos_18_dem_har,vap_asian.sos_18_rep_law,vap_asian.sos_18_dem_har,vap_aian.sos_18_rep_law,vap_aian.sos_18_dem_har,vap_oth_b.sos_18_rep_law,vap_oth_b.sos_18_dem_har,vap_white.pre_20_rep_tru,vap_white.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_white.gov_20_rep_hol,vap_white.gov_20_dem_mye,vap_black.gov_20_rep_hol,vap_black.gov_20_dem_mye,vap_hisp.gov_20_rep_hol,vap_hisp.gov_20_dem_mye,vap_asian.gov_20_rep_hol,vap_asian.gov_20_dem_mye,vap_aian.gov_20_rep_hol,vap_aian.gov_20_dem_mye,vap_oth_b.gov_20_rep_hol,vap_oth_b.gov_20_dem_mye,vap_white.atg_20_rep_rok,vap_white.atg_20_dem_wei,vap_black.atg_20_rep_rok,vap_black.atg_20_dem_wei,vap_hisp.atg_20_rep_rok,vap_hisp.atg_20_dem_wei,vap_asian.atg_20_rep_rok,vap_asian.atg_20_dem_wei,vap_aian.atg_20_rep_rok,vap_aian.atg_20_dem_wei,vap_oth_b.atg_20_rep_rok,vap_oth_b.atg_20_dem_wei
Adams County,18001000010,0.8589144524397488,0.14108554756025113,0.48951423916920966,0.5104857608307903,0.4172349916926499,0.5827650083073501,0.5035084026711565,0.4964915973288435,0.505560287736534,0.494439712263466,0.481350989235184,0.518649010764816,0.7844007853900984,0.21559921460990158,0.4917660722118226,0.5082339277881773,0.43161369394466903,0.568386306055331,0.49019087084069685,0.5098091291593031,0.5088568933644946,0.4911431066355054,0.49165883625877355,0.5083411637412264,0.7741669036270478,0.2258330963729522,0.5193588405312254,0.48064115946877456,0.4518161275761027,0.5481838724238973,0.4915293539982389,0.5084706460017612,0.4927025281656874,0.5072974718343126,0.4667928531005328,0.5332071468994671,0.8743308493895926,0.12566915061040737,0.4906441133125876,0.5093558866874124,0.4114717182797294,0.5885282817202706,0.5031547577318468,0.4968452422681532,0.5206697320385052,0.47933026796149486,0.4667217049260733,0.5332782950739268,0.7655537664192718,0.23444623358072825,0.4991213111808111,0.500878688819189,0.44868542089501584,0.5513145791049842,0.48952330977972575,0.5104766902202742,0.5124974737032209,0.48750252629677915,0.49420071597676424,0.5057992840232358,0.8258009120449766,0.1741990879550234,0.46605190335644464,0.5339480966435554,0.42161687108236107,0.578383128917639,0.49039764472717207,0.5096023552728279,0.4977947440944168,0.5022052559055832,0.48642018782756236,0.5135798121724376,0.8448261260804466,0.15517387391955345,0.49026782137953406,0.5097321786204659,0.4200401025390754,0.5799598974609246,0.6848564469740912,0.31514355302590874,0.48539158661941517,0.5146084133805848,0.4794486011616969,0.520551398838303,0.8641445421691877,0.13585545783081235,0.4914176039850354,0.5085823960149646,0.3880788433578345,0.6119211566421655,0.513468648521127,0.48653135147887305,0.4951203650042987,0.5048796349957013,0.46700789585560376,0.5329921041443962,0.8256769029119294,0.17432309708807053,0.4891923008586498,0.5108076991413503,0.4255335593130761,0.5744664406869239,0.48875264578867383,0.5112473542113262,0.4952325908094381,0.5047674091905618,0.4673975033475612,0.5326024966524389
Adams County,18001000020,0.8810557241613043,0.11894427583869577,0.4865942693026323,0.5134057306973677,0.4193170909547085,0.5806829090452915,0.5030895851677457,0.49691041483225434,0.5038808487931163,0.49611915120688366,0.4853465184292316,0.5146534815707684,0.8064527663266683,0.19354723367333174,0.49310099009454744,0.5068990099054526,0.4347101197843936,0.5652898802156064,0.4864003692548074,0.5135996307451925,0.5069454305371406,0.49305456946285947,0.4929374395169775,0.5070625604830225,0.81065891730806106,0.18934108269193892,0.5074487864527694,0.49255121354723064,0.460310738427119,0.539689261572881,0.4970777465220241,0.5029222534779759,0.4925278705036983,0.5074721294963017,0.47805718937987074,0.5219428106201293,0.9018870715191146,0.09811292848088543,0.49345389071186074,0.5065461092881393,0.4147152247968987,0.5852847752031013,0.508778427379143,0.4912215726208569,0.5176424367049386,0.48235756329506146,0.4750057392776184,0.5249942607223816,0.8364120870061605,0.16358791299383946,0.4989215655620369,0.5010784344379631,0.45292613505053103,0.547073864949469,0.4866211757425693,0.5133788242574306,0.517648070321996,0.482351929678004,0.4975673607389227,0.5024326392610773,0.8820990379513517,0.11790096204864836,0.4650500316849272,0.5349499683150728,0.4322611322636547,0.5677388677363453,0.4932802742614487,0.5067197257385513,0.4941377653177642,0.5058622346822358,0.48734546734055634,0.5126545326594436,0.8563816217850649,0.14361837821493503,0.4909491325974891,0.5090508674025108,0.42238346776405167,0.5776165322359483,0.6961251715645623,0.30387482843543767,0.48881719470934676,0.5111828052906533,0.48500713218516345,0.5149928678148366,0.8838039434148751,0.11619605658512488,0.48557958181676103,0.514420418183239,0.3887900263951783,0.6112099736048217,0.5115253857084048,0.48847461429159517,0.4924846307755401,0.5075153692244598,0.4766259477767486,0.5233740522232514,0.841124348333352,0.1588756516666479,0.4838854333010654,0.5161145666989346,0.43225248736089306,0.5677475126391069,0.48718090498754196,0.512819095012458,0.4956793282893442,0.5043206717106559,0.4747839031767224,0.5252160968232775
Adams County,18001000030,0.8465771466617164,0.15342285333828368,0.4793828495835084,0.5206171504164916,0.4162918076375145,0.5837081923624855,0.5040377208538718,0.4959622791461282,0.5005416031582783,0.4994583968417217,0.48393180865387114,0.5160681913461289,0.7985124307041079,0.20148756929589207,0.4963588983871031,0.5036411016128969,0.4332379539421226,0.5667620460578772,0.4881378190433555,0.5118621809566445,0.5113529578010001,0.4886470421989999,0.48636038729421055,0.5136396127057895,0.7753940775049706,0.2246059224950294,0.5249185604818366,0.4750814395181634,0.45343246280753857,0.5465675371924612,0.4902899787307431,0.5097100212692569,0.4919506519969444,0.5080493480030557,0.4679643516683959,0.5320356483316041,0.8852394745536958,0.11476052544630422,0.4882407670757793,0.5117592329242208,0.40570119748315,0.59429880251685,0.5116612132734807,0.4883387867265193,0.5214003511884303,0.4785996488115697,0.47008293556256264,0.5299170644374374,0.8135704267655424,0.18642957323445758,0.49691970006087854,0.5030802999391214,0.45196567962358325,0.5480343203764168,0.48829997209932074,0.5117000279006793,0.5136173570265005,0.48638264297349953,0.49061338160971896,0.509386618390281,0.8653036486367757,0.13469635136322433,0.4716295478996575,0.5283704521003425,0.4235041248783047,0.5764958751216953,0.4916363104654509,0.508363689534549,0.49795097081290474,0.5020490291870953,0.4827206832648788,0.5172793167351212,0.8281551184173389,0.17184488158266106,0.49093369510715057,0.5090663048928494,0.41972518523585983,0.58027481476414,0.7363848159299724,0.26361518407002765,0.4919668660134062,0.5080331339865938,0.4861672055194117,0.5138327944805883,0.89075761747117,0.10924238252882999,0.48452194964637346,0.5154780503536266,0.3929537091202694,0.6070462908797306,0.5093153622212464,0.49068463777875365,0.49255529628943234,0.5074447037105676,0.47426549188734773,0.5257345081126523,0.819262667171902,0.18073733282809804,0.48341264663976075,0.5165873533602392,0.4294692180761492,0.5705307819238505,0.491398949343667,0.508601050656333,0.4946959073467737,0.5053040926532263,0.468996839652012,0.531003160347988
Adams County,18001000040,0.8744562424576874,0.12554375754231265,0.48634731411103943,0.5136526858889605,0.418369619155631,0.581630380844369,0.5039799365317706,0.49602006346822936,0.502924068879653,0.497075931120347,0.48825483086322946,0.5117451691367705,0.807163861058648,0.19283613894135201,0.4907992619471563,0.5092007380528437,0.42755887384085034,0.5724411261591497,0.4823651832289494,0.5176348167710506,0.5199365926761369,0.4800634073238631,0.4906812383988182,0.5093187616011818,0.7612967486370985,0.2387032513629015,0.5173669811537662,0.4826330188462338,0.4484803942994736,0.5515196057005264,0.49272233765705575,0.5072776623429442,0.4894555224046789,0.5105444775953211,0.4709535655500284,0.5290464344499717,0.8898099481668809,0.11019005183311913,0.4878065473997858,0.5121934526002142,0.4008712959351692,0.5991287040648309,0.5107360717201217,0.48926392827987836,0.5171528457846792,0.4828471542153207,0.4787837917172084,0.5212162082827916,0.8604006570780042,0.13959934292199586,0.5036176899905943,0.4963823100094057,0.44408022479455556,0.5559197752054444,0.4834289246585628,0.5165710753414372,0.5206286489698877,0.4793713510301123,0.4903185197466163,0.5096814802533838,0.9221329452482644,0.07786705475173561,0.4682481702977624,0.5317518297022377,0.4264417208718322,0.5735582791281678,0.4887626893903175,0.5112373106096825,0.5044025002771443,0.49559749972285566,0.4903142105435017,0.5096857894564982,0.902566445089141,0.09743355491085905,0.48656795610915543,0.5134320438908445,0.4124914875923265,0.5875085124076735,0.6896642844634601,0.31033571553654,0.4953043863102751,0.5046956136897249,0.4880376052560273,0.5119623947439726,0.9197005133070029,0.08029948669299715,0.4896151097787868,0.5103848902212131,0.3990923748147066,0.6009076251852934,0.513733055927466,0.486266944072534,0.49279365885966137,0.5072063411403386,0.4752537925493491,0.5247462074506509,0.8543545687842233,0.14564543121577667,0.4893530062381681,0.5106469937618319,0.43184186711703443,0.5681581328829656,0.4893190587223932,0.5106809412776069,0.49485140350572804,0.505148596494272,0.47375996712710206,0.526240032872898
Adams County,18001000050,0.7075155710477855,0.2924844289522145,0.4809445649532747,0.5190554350467252,0.3896330466343432,0.6103669533656568,0.5044868915392531,0.4955131084607469,0.49416567889935414,0.5058343211006459,0.4764237179455577,0.5235762820544423,0.5908963873816616,0.40910361261833833,0.4932522893557777,0.5067477106442223,0.4119337736484662,0.5880662263515338,0.4793205485232307,0.5206794514767693,0.5132860603217935,0.4867139396782066,0.48149230030003826,0.5185076996999616,0.5830503395554357,0.41694966044456433,0.5121876963089865,0.48781230369101347,0.4234653135914749,0.5765346864085251,0.4917651694949321,0.5082348305050679,0.48717221697141977,0.5128277830285802,0.46068489963414205,0.539315100365858,0.7581165065996026,0.24188349340039733,0.4860316801811388,0.5139683198188612,0.3837095222705678,0.6162904777294321,0.5095130444579432,0.4904869555420568,0.518748033468371,0.48125196653162905,0.45987047062080283,0.5401295293791972,0.6102934440905057,0.3897065559094943,0.4937963494936759,0.5062036505063241,0.42599727264642884,0.5740027273535712,0.4887437888908591,0.5112562111091409,0.5196475638368744,0.4803524361631256,0.4884685510154586,0.5115314489845414,0.6971474327174045,0.30285256728259546,0.4641795158605162,0.5358204841394838,0.40880099241286544,0.5911990075871346,0.4845422076778638,0.5154577923221362,0.5047479275163085,0.4952520724836915,0.4818692071089502,0.5181307928910496,0.7005962655244193,0.2994037344755806,0.48985715198903723,0.5101428480109628,0.40098667488157713,0.5990133251184229,0.7127569805075914,0.28724301949240855,0.48685997978696577,0.5131400202130342,0.4745014969249545,0.5254985030750453,0.7952731793515304,0.2047268206484696,0.48662054064409077,0.5133794593559092,0.3804877701789072,0.6195122298210928,0.5128215267354773,0.4871784732645226,0.49330760659965556,0.5066923934003444,0.4646873863079118,0.535312613692088,0.6882278485782389,0.31177215142176107,0.48917123603538054,0.5108287639646194,0.4150432677074271,0.584956732292573,0.4841242286209342,0.5158757713790658,0.5018921907370598,0.4981078092629402,0.4600673837246546,0.5399326162753454
Adams County,18001000060,0.6636756789214328,0.33632432107856747,0.4772868493676316,0.5227131506323685,0.39248866366972357,0.6075113363302764,0.5036724814234319,0.4963275185765681,0.5024606782248154,0.49753932177518456,0.4816201359592804,0.5183798640407197,0.6080760019956526,0.39192399800434763,0.49591563223218077,0.5040843677678192,0.4140598851535156,0.5859401148464843,0.4801788351078578,0.5198211648921421,0.5131792171862155,0.48682078281378444,0.4878743026994589,0.5121256973005411,0.5646938513878137,0.4353061486121865,0.5117838207617211,0.48821617923827887,0.4277140720964013,0.5722859279035988,0.49017547478262574,0.5098245252173742,0.4966965674186977,0.5033034325813023,0.4591141379164501,0.5408858620835499,0.6892609801664721,0.3107390198335282,0.479706943312183,0.520293056687817,0.3787898442986368,0.6212101557013632,0.5056212367903019,0.4943787632096981,0.5228081934070951,0.47719180659290494,0.46756113481456174,0.5324388651854383,0.5879166501025173,0.41208334989748296,0.49961532944338927,0.5003846705566107,0.42585084549883234,0.5741491545011677,0.4847694857582913,0.5152305142417087,0.5196201919142196,0.4803798080857804,0.48595372552422056,0.5140462744757794,0.6703278150027043,0.3296721849972959,0.464979027378938,0.5350209726210621,0.4073437139136407,0.5926562860863592,0.4806387980444813,0.5193612019555187,0.49601975015544153,0.5039802498445585,0.47685007229167864,0.5231499277083214,0.6711728116085813,0.3288271883914189,0.4846910053906993,0.5153089946093007,0.3960590754261318,0.6039409245738683,0.6904849988509494,0.30951500114905056,0.492977194306672,0.507022805693328,0.4795857656264496,0.5204142343735504,0.7578430039729265,0.2421569960270738,0.48359015755410806,0.5164098424458919,0.379528971975513,0.6204710280244871,0.5181867938382707,0.48181320616172935,0.49043697184256946,0.5095630281574305,0.47200723566013686,0.5279927643398631,0.655129877101661,0.3448701228983392,0.4836797468971789,0.5163202531028211,0.40625395600639336,0.5937460439936066,0.4802969229046202,0.5197030770953798,0.4968170263225433,0.5031829736774567,0.4642843501998388,0.5357156498001612
Adams County,18001000070,0.6864300005026944,0.3135699994973055,0.48742276853189576,0.5125772314681043,0.37710223261086057,0.6228977673891394,0.4945026530023377,0.5054973469976622,0.5009607702941438,0.4990392297058563,0.4751753231784557,0.5248246768215443,0.5792724591079758,0.42072754089202424,0.49635792481521435,0.5036420751847857,0.41129786491965215,0.5887021350803479,0.47945989996010113,0.5205401000398988,0.5064983820171962,0.4935016179828038,0.4833246231966368,0.5166753768033632,0.5534107565299854,0.44658924347001466,0.5079582495907444,0.4920417504092556,0.4271741859453214,0.5728258140546786,0.4838323172464501,0.51616768275355,0.4999844763643951,0.500015523635605,0.46620755557915894,0.5337924444208411,0.7370327311572695,0.26296726884273053,0.48831458870221056,0.5116854112977894,0.37442287028194643,0.6255771297180536,0.5045579380208156,0.49544206197918444,0.5212599611235019,0.4787400388764981,0.4703929322249246,0.5296070677750754,0.5968313836288134,0.4031686163711866,0.49584591460282273,0.5041540853971772,0.4260363304460778,0.5739636695539222,0.48175361437951536,0.5182463856204846,0.5125746283368873,0.48742537166311267,0.49177125304229957,0.5082287469577004,0.6821798698188758,0.31782013018112426,0.4675814158635921,0.532418584136408,0.408909264328809,0.5910907356711911,0.4912205864882344,0.5087794135117656,0.4959828431534346,0.5040171568465655,0.48239371587551605,0.517606284124484,0.6785527224616612,0.3214472775383388,0.4859929239733804,0.5140070760266197,0.3916447956164288,0.6083552043835712,0.7108716390087739,0.2891283609912261,0.48603193080801765,0.5139680691919823,0.4752081377553491,0.5247918622446509,0.7116714848866503,0.28832851511334967,0.48081769859824725,0.5191823014017528,0.37166697506187646,0.6283330249381236,0.51489306405067925,0.48510693594932075,0.4911000298346474,0.5088999701653526,0.4750444440522324,0.5249555559477675,0.6389608840225285,0.36103911597747146,0.4848457336055933,0.5151542663944066,0.4062189681822431,0.5937810318177569,0.48356503455266725,0.5164349654473328,0.49398715957076395,0.506012840429236,0.4688041760733755,0.5311958239266245
Adams County,18001000080,0.7432995974403145,0.2567004025596855,0.4768573555211274,0.5231426444788726,0.40659892367989525,0.5934010763201047,0.5012480475486231,0.4987519524513769,0.4984663092964253,0.5015336907035747,0.47686556834784743,0.5231344316521526,0.6192756454399527,0.3807243545600473,0.4934726505022781,0.5065273494977219,0.4283008180367656,0.5716991819632344,0.4831487136829928,0.5168512863170073,0.5009846138351746,0.49901538616482544,0.48456845964330864,0.5154315403566914,0.6204969176867184,0.3795030823132815,0.5192356510251874,0.48076434897481257,0.45352192620674997,0.5464780737932501,0.4862176866671183,0.5137823133328817,0.48619261655696816,0.5138073834430319,0.4707174854446333,0.5292825145553667,0.780966723882508,0.21903327611749202,0.48728569033915314,0.5127143096608469,0.39935116329732984,0.6006488367026702,0.5048575087290706,0.49514249127092935,0.5199753560554097,0.4800246439445904,0.46320453823531454,0.5367954617646852,0.6508364274573564,0.34916357254264363,0.49912923706952284,0.5008707629304772,0.4359473492467013,0.5640526507532987,0.48447732368516183,0.5155226763148382,0.5140724236871856,0.4859275763128143,0.48798907206816516,0.5120109279318349,0.7325177652127556,0.2674822347872444,0.46890512416650487,0.5310948758334951,0.41316697014753057,0.5868330298524694,0.48940699480014604,0.510593005199854,0.4970772628504361,0.5029227371495639,0.4790498712796945,0.5209501287203055,0.7385247273844308,0.2614752726155692,0.4894638071419923,0.5105361928580078,0.41171380527162316,0.5882861947283768,0.6806383585542632,0.3193616414457367,0.4894153340587942,0.5105846659412058,0.4809009576557838,0.5190990423442162,0.8105752942999193,0.18942470570008071,0.4873097429014195,0.5126902570985805,0.3922701818309332,0.6077298181690668,0.514606088557436,0.48539391144256405,0.49809893394639176,0.5019010660536082,0.4676029916968072,0.5323970083031928,0.7419955188394638,0.25800448116053615,0.4818360219874259,0.5181639780125741,0.42223880710246986,0.5777611928975301,0.488079127869403,0.511920872130597,0.49780823601230656,0.5021917639876935,0.4657484829423575,0.5342515170576425
Adams County,18001000090,0.7218529975179514,0.2781470024820486,0.47824424474388866,0.5217557552561114,0.39541246753530496,0.6045875324646951,0.5022241153809197,0.49777588461908034,0.5046369262059754,0.49536307379402483,0.48278540714921175,0.5172145928507883,0.5944963435107562,0.4055036564892438,0.49076718896908134,0.5092328110309187,0.40771745206608856,0.5922825479339114,0.48148932043139514,0.5185106795686049,0.5110096169716295,0.4889903830283708,0.4871619158048033,0.5128380841951967,0.5528082254163834,0.4471917745836166,0.512197221719176,0.4878027782808239,0.4212266035216435,0.5787733964783566,0.4927888564749574,0.5072111435250426,0.49118271130877583,0.5088172886912243,0.45322482340248377,0.5467751765975163,0.7343203185380707,0.2656796814619293,0.4888632010792929,0.5111367989207072,0.37862404157940366,0.6213759584205963,0.5072651318788386,0.4927348681211614,0.5197738312336054,0.4802261687663948,0.4579164929188116,0.5420835070811884,0.587524437888512,0.4124755621114879,0.4989494946124839,0.501050505387516,0.41678963955527226,0.5832103604447277,0.4813595543133516,0.5186404456866484,0.5156561592038631,0.4843438407961372,0.4824777284589415,0.5175222715410585,0.6622099751488655,0.33779002485113446,0.4614042996285441,0.5385957003714559,0.39786813933236637,0.6021318606676336,0.48331262375818024,0.5166873762418198,0.5016803135970619,0.49831968640293833,0.4845406118284598,0.5154593881715401,0.7142699377628793,0.28573006223712066,0.4934583640238406,0.5065416359761594,0.3980750413164104,0.6019249586835895,0.6864941675168748,0.3135058324831253,0.48991149366380954,0.5100885063361907,0.4822540949632411,0.5177459050367589,0.7820156817457724,0.21798431825422754,0.48581214065929673,0.5141878593407033,0.3681607215630139,0.6318392784369862,0.5059978178926983,0.49400218210730173,0.49111143106786365,0.5088885689321365,0.4644563137386366,0.5355436862613634,0.6856653331565499,0.31433466684345013,0.4882084115133057,0.5117915884866943,0.40477271448943464,0.5952272855105654,0.478833997456146,0.5211660025438539,0.4889124581864583,0.511087541813542,0.4700582766438488,0.5299417233561512
Adams County,18001000100,0.7563492452821924,0.24365075471780767,0.4818806411418576,0.5181193588581424,0.4138305654443433,0.5861694345556566,0.5044484940256938,0.4955515059743062,0.500625949213838,0.4993740507861621,0.4891652616862034,0.5108347383137967,0.6604140200443728,0.33958597995562717,0.48906621305090425,0.5109337869490957,0.42762827023866085,0.5723717297613392,0.4817932735879674,0.5182067264120326,0.507466610111559,0.4925333898884409,0.4872447844900547,0.5127552155099453,0.6117985384075904,0.38820146159240965,0.511727584581749,0.488272415418251,0.4399697509614925,0.5600302490385075,0.4929424147763689,0.5070575852236311,0.49110689357336185,0.5088931064266381,0.46077244579016957,0.5392275542098304,0.7639807347707601,0.2360192652292399,0.4826671987998622,0.5173328012001378,0.40818202383292046,0.5918179761670795,0.51012119803474,0.48987880196526,0.515605879398133,0.4843941206018671,0.47100084827603217,0.5289991517239678,0.6623035824180169,0.33769641758198315,0.5041528541485346,0.49584714585146544,0.4445658878387979,0.5554341121612021,0.48051581469783555,0.5194841853021644,0.5169428514159767,0.4830571485840232,0.48955095241959395,0.5104490475804061,0.7106160634207981,0.289383936579202,0.4669430247057247,0.5330569752942753,0.41479809461100836,0.5852019053889916,0.4886742227517303,0.5113257772482697,0.4928987093689081,0.5071012906310919,0.4884038321036213,0.5115961678963786,0.7459726982891556,0.2540273017108444,0.4929759936366842,0.5070240063633158,0.41710577711580327,0.5828942228841968,0.6909532481372995,0.3090467518627005,0.4926214737913708,0.5073785262086292,0.48648314379190033,0.5135168562080996,0.8211742681016482,0.17882573189835188,0.48965471702477675,0.5103452829752232,0.3913296648732247,0.6086703351267754,0.5123727719453621,0.4876272280546379,0.4963359696543759,0.5036640303456241,0.476145609417744,0.523854390582256,0.7468046990092465,0.2531953009907535,0.49134558680955637,0.5086544131904437,0.4246286347029808,0.5753713652970192,0.4840070856889599,0.5159929143110401,0.4899980039152488,0.5100019960847513,0.46761175166743846,0.5323882483325616
